filename	cm-score
CVoiceFake_small/FR/Bonafide/common_voice_fr_17318169.mp3	3.924145221710205
CVoiceFake_small/FR/Bonafide/common_voice_fr_17437621.mp3	3.9265995025634766
CVoiceFake_small/FR/Bonafide/common_voice_fr_18043981.mp3	3.919037342071533
CVoiceFake_small/FR/Bonafide/common_voice_fr_17326317.mp3	3.9352614879608154
CVoiceFake_small/FR/Bonafide/common_voice_fr_18876505.mp3	3.920992851257324
CVoiceFake_small/FR/Bonafide/common_voice_fr_18062781.mp3	3.9196174144744873
CVoiceFake_small/FR/Bonafide/common_voice_fr_17806366.mp3	3.9197888374328613
CVoiceFake_small/FR/Bonafide/common_voice_fr_17339239.mp3	3.932671308517456
CVoiceFake_small/FR/Bonafide/common_voice_fr_18266221.mp3	3.930067300796509
CVoiceFake_small/FR/Bonafide/common_voice_fr_17344458.mp3	3.92132306098938
CVoiceFake_small/FR/Bonafide/common_voice_fr_18268448.mp3	3.937206983566284
CVoiceFake_small/FR/Bonafide/common_voice_fr_18046757.mp3	3.931591510772705
CVoiceFake_small/FR/Bonafide/common_voice_fr_18474934.mp3	3.923374652862549
CVoiceFake_small/FR/Bonafide/common_voice_fr_17553484.mp3	3.92996883392334
CVoiceFake_small/FR/Bonafide/common_voice_fr_17410678.mp3	3.930835723876953
CVoiceFake_small/FR/Bonafide/common_voice_fr_18486470.mp3	3.936676025390625
CVoiceFake_small/FR/Bonafide/common_voice_fr_17782836.mp3	2.9890007972717285
CVoiceFake_small/FR/Bonafide/common_voice_fr_17855945.mp3	3.919552803039551
CVoiceFake_small/FR/Bonafide/common_voice_fr_18694711.mp3	3.9267420768737793
CVoiceFake_small/FR/Bonafide/common_voice_fr_17629941.mp3	3.937501907348633
CVoiceFake_small/FR/Bonafide/common_voice_fr_17536525.mp3	3.9045774936676025
CVoiceFake_small/FR/Bonafide/common_voice_fr_18670500.mp3	3.9424142837524414
CVoiceFake_small/FR/Bonafide/common_voice_fr_17885548.mp3	3.9199321269989014
CVoiceFake_small/FR/Bonafide/common_voice_fr_17679636.mp3	3.9176623821258545
CVoiceFake_small/FR/Bonafide/common_voice_fr_17915671.mp3	3.937868118286133
CVoiceFake_small/FR/Bonafide/common_voice_fr_17340181.mp3	3.9345760345458984
CVoiceFake_small/FR/Bonafide/common_voice_fr_17809257.mp3	3.928037166595459
CVoiceFake_small/FR/Bonafide/common_voice_fr_18683555.mp3	3.932743787765503
CVoiceFake_small/FR/Bonafide/common_voice_fr_18068184.mp3	3.9251956939697266
CVoiceFake_small/FR/Bonafide/common_voice_fr_18273930.mp3	3.9082536697387695
CVoiceFake_small/FR/Bonafide/common_voice_fr_18637236.mp3	3.9242162704467773
CVoiceFake_small/FR/Bonafide/common_voice_fr_17362076.mp3	3.9205784797668457
CVoiceFake_small/FR/Bonafide/common_voice_fr_18880454.mp3	3.919466018676758
CVoiceFake_small/FR/Bonafide/common_voice_fr_18153023.mp3	3.9302687644958496
CVoiceFake_small/FR/Bonafide/common_voice_fr_18880126.mp3	3.921840190887451
CVoiceFake_small/FR/Bonafide/common_voice_fr_18538819.mp3	3.924144744873047
