filename	cm-score
20033611	-4.214012622833252
20033619	-4.238511562347412
20033627	-4.25258207321167
20033635	-4.22036600112915
20033643	-4.269766330718994
20033651	-4.280581951141357
20033659	-4.149432182312012
20033667	-4.1335344314575195
20033675	-4.246664524078369
20033683	-4.249735355377197
20033691	-4.2712178230285645
20033699	-2.5710983276367188
20033707	-4.143616199493408
20033715	-4.264379501342773
20033723	-4.202325820922852
20033731	-4.273631572723389
20033739	-4.24934720993042
20033747	-4.240488529205322
20033755	-4.241453647613525
20033763	-4.265503406524658
20033771	-4.256252288818359
20033779	-4.264214038848877
20033787	-4.151366710662842
20033795	-2.925119161605835
20033803	-4.093595027923584
20033811	-4.1673150062561035
20033819	-4.2449564933776855
20033827	-4.232821464538574
20033835	-4.078094482421875
20033843	-4.234589099884033
20033851	-0.1528645008802414
20033859	-4.206875324249268
20033867	-4.210970401763916
20033875	-4.206300258636475
20033883	-4.269460201263428
20033891	-4.27758264541626
20033899	-3.3148226737976074
20033907	-4.249382019042969
20033915	-4.258078098297119
20033923	-4.183329105377197
20033931	-4.181154251098633
20033939	-4.1832685470581055
20033947	-4.265578746795654
20033955	-4.241706371307373
20033963	-3.8457963466644287
20033971	-4.298243999481201
20033979	-4.26784086227417
20033987	-4.072208881378174
20033995	-4.245168209075928
20034003	-4.253936290740967
20034011	-4.268099308013916
20034019	-4.224350452423096
20034027	-4.277218341827393
20034035	-4.26236629486084
20034043	-4.274909496307373
20034051	-4.279076099395752
20034059	-4.151024341583252
20034067	-4.263783931732178
20034075	-4.191772937774658
20034083	-4.220962047576904
20034091	-4.2630295753479
20034099	-4.066940784454346
20034107	-4.281368732452393
20034115	-4.267059326171875
20034123	-4.2632527351379395
20034131	-4.271365642547607
20034139	-4.204213619232178
20034147	-4.240226745605469
20034155	-4.2903642654418945
20034163	-4.2646403312683105
20034171	-4.2724175453186035
20034179	-4.280543327331543
20034187	-4.274383068084717
20034195	-4.278927326202393
20034203	-4.181050777435303
20034211	-4.286420822143555
20034219	-4.256925106048584
20034227	-1.4028769731521606
20034235	-4.22828483581543
20034243	-4.105762481689453
20034251	-4.238949298858643
20034259	-4.233675956726074
20034267	-4.274147987365723
20034275	5.132275104522705
20034283	-1.8873761892318726
20034291	-1.7227405309677124
20034299	-4.040032863616943
20034307	-3.216865301132202
20034315	-3.8768529891967773
20034323	-4.0601487159729
20034331	-4.268356800079346
20034339	-3.1613481044769287
20034347	5.184805393218994
20034355	-3.9612948894500732
20034363	-3.424652338027954
20034371	-4.205724239349365
20034379	4.081627368927002
20034387	-4.1366143226623535
20034395	-3.9088451862335205
20034403	-4.268240928649902
20034411	-4.266515254974365
20034419	-4.262691974639893
20034427	-4.23189640045166
20034435	-4.212709903717041
20034443	-4.2599711418151855
20034451	-4.265101432800293
20034459	-4.2272725105285645
20034467	-2.1398208141326904
20034475	-4.1930766105651855
20034483	-4.270843029022217
20034491	-4.162026882171631
20034499	-4.260543346405029
20034507	-4.26943302154541
20034515	-4.282646656036377
20034523	-4.21228551864624
20034531	-3.9266090393066406
20034539	-4.260831356048584
20034547	-4.240582466125488
20034555	-4.250091075897217
20034563	-4.264562129974365
20034571	-4.265117645263672
20034579	-4.27787971496582
20034587	-4.218634605407715
20034595	-4.176612377166748
