filename	cm_label
CVoiceFake_small/EN/Bonafide/common_voice_en_35125371.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36988282.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36612829.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36736465.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37280155.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37597956.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_34948323.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35028145.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36858964.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36536121.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36976134.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37079246.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37001439.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36814481.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36883780.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36735423.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35018726.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37303687.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37247757.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35287501.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35279076.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36905050.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37008659.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37026483.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37281349.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36735163.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37203200.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36816746.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36674201.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36735850.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36941052.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35011504.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37856900.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_34962805.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36751817.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37445597.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36842502.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37059520.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37256707.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36608774.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37199384.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38254762.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38066384.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36927029.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35319993.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36862684.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36927503.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37120034.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36818530.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35806525.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36864417.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37037189.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35397341.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36940830.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36539747.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37281472.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37194692.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37256710.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36817544.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36552223.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36811781.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37170504.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36837032.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38100475.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37022501.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37281974.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37647992.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36645608.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38099491.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37281524.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37014914.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37280166.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35194001.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36798651.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37120614.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36746174.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37274081.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37907977.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36636467.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35028085.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36537602.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36839952.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37206142.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36842273.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37120229.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36967558.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37184076.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38076660.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37046883.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36736433.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36830818.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37283395.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36872279.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36851462.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35124859.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37113095.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38041696.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36802753.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35335773.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35049402.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36830769.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37030760.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36548946.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36677486.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35150176.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36829695.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37289980.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36765252.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35193676.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36791614.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37886093.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36566896.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36694382.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35002054.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37262582.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36657696.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37054894.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37376252.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36987651.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36978018.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37242699.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36865849.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38158929.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36851615.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36906101.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37155677.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38080065.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37022406.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36757263.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38081106.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37124191.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36822606.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37273501.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36825784.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35133748.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37071752.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35352100.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35154789.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37281089.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36906401.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36736058.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36681465.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35175500.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37274253.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36633415.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37270065.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_34962932.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37281362.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36626148.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37010915.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37281728.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36820966.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37284724.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36809050.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37019876.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36822342.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36825782.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37280865.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37206146.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37047147.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38226346.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36799155.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37136296.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35353346.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36995784.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36624072.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38260015.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37253583.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37569951.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36851473.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36959119.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37258614.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37067625.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36705645.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_34944189.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36827323.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36736582.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36811842.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35034278.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36918856.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37280878.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36841469.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36858946.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35243945.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38165052.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36743011.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37465414.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37258266.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37232331.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36848538.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35209833.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37008605.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37261171.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38212857.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35045284.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36851490.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37281470.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37105911.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36808739.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35193949.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37267717.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36551455.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37273502.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36883796.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37006493.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36383391.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37172173.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37210712.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37071648.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37116091.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36736581.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36866267.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37006010.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35193393.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37197172.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37253773.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36835853.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36878185.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36548922.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37654297.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36549404.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36816815.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38033413.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35243412.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37350751.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37116139.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37115920.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37041699.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36872245.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_34954494.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37281820.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38033579.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37116289.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36817007.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36395891.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38235280.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35059895.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36741810.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37048798.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36858944.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36932574.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36382649.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37015900.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36730665.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38350656.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37027913.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36869063.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37301318.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35090332.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37030784.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36912956.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37280499.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36694413.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36862485.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37010890.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36786575.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37256276.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37228942.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37258715.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37134307.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37273090.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37942783.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35058558.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36555896.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35306954.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36811627.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35027986.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35453461.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35308089.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37025278.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37270066.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36987612.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37256663.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35700535.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36837119.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35193274.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38233319.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36457192.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37570269.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35331320.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_38269772.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_34926889.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37163329.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36921798.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_34963981.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37289995.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37030701.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_35028683.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37016754.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37281146.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_36919041.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37109751.mp3	bonafide
CVoiceFake_small/EN/Bonafide/common_voice_en_37141708.mp3	bonafide
